"","Country_Region","Confirmed","Deaths","Recovered","Date","Region"
"12628","Mozambique",13485,99,11275,"11-06-2020","South"
"12629","Namibia",13143,133,11578,"11-06-2020","South"
"12630","Niger",1230,69,1143,"11-06-2020","West"
"12631","Nigeria",63731,1155,59844,"11-06-2020","West"
"12632","Rwanda",5208,36,4953,"11-06-2020","East"
"12633","Sao Tome and Principe",960,16,910,"11-06-2020","Central"
"12634","Senegal",15676,326,15294,"11-06-2020","West"
"12635","Seychelles",158,0,155,"11-06-2020","East"
"12636","Sierra Leone",2373,74,1807,"11-06-2020","West"
"12637","Somalia",4229,107,3247,"11-06-2020","East"
"12638","South Africa",734175,19749,675593,"11-06-2020","South"
"12639","South Sudan",2943,59,1290,"11-06-2020","East"
"12640","Sudan",13943,837,6764,"11-06-2020","East"
"12641","Tanzania",509,21,183,"11-06-2020","East"
"12642","Togo",2460,57,1720,"11-06-2020","West"
"12643","Tunisia",66334,1577,36727,"11-06-2020","North"
"12644","Uganda",13852,131,7727,"11-06-2020","East"
"12645","Zambia",16819,349,15862,"11-06-2020","South"
"12646","Zimbabwe",8471,250,7983,"11-06-2020","West"
"12647","Algeria",61381,2036,41783,"11-07-2020","North"
"12648","Angola",12335,303,5647,"11-07-2020","South"
"12649","Benin",2745,43,2466,"11-07-2020","West"
"12650","Botswana",7835,27,5534,"11-07-2020","South"
"12651","Burkina Faso",2565,67,2370,"11-07-2020","West"
"12652","Burundi",612,1,511,"11-07-2020","Central"
"12653","Cabo Verde",9291,100,8431,"11-07-2020","West"
"12654","Cameroon",22342,429,21151,"11-07-2020","Central"
"12655","Central African Republic",4879,62,1924,"11-07-2020","Central"
"12656","Chad",1543,99,1365,"11-07-2020","Central"
"12657","Comoros",563,7,532,"11-07-2020","East"
"12658","Congo (Brazzaville)",5379,92,3887,"11-07-2020","Central"
"12659","Congo (Kinshasa)",11550,316,10838,"11-07-2020","Central"
"12660","Cote d'Ivoire",20813,126,20489,"11-07-2020","West"
"12661","Djibouti",5605,61,5485,"11-07-2020","East"
"12662","Egypt",108962,6355,100239,"11-07-2020","North"
"12663","Equatorial Guinea",5092,85,4968,"11-07-2020","Central"
"12664","Eritrea",491,0,438,"11-07-2020","East"
"12665","Eswatini",5989,117,5719,"11-07-2020","South"
"12666","Ethiopia",99201,1518,58948,"11-07-2020","East"
"12667","Gabon",9022,55,8878,"11-07-2020","Central"
"12668","Gambia",3684,121,3527,"11-07-2020","West"
"12669","Ghana",48904,320,47611,"11-07-2020","West"
"12670","Guinea",12400,73,10780,"11-07-2020","West"
"12671","Guinea-Bissau",2414,42,1862,"11-07-2020","West"
"12672","Kenya",61769,1103,41019,"11-07-2020","East"
"12673","Lesotho",1967,44,1024,"11-07-2020","South"
"12674","Liberia",1442,82,1310,"11-07-2020","West"
"12675","Libya",67039,920,39243,"11-07-2020","North"
"12676","Madagascar",17111,244,16409,"11-07-2020","East"
"12677","Malawi",5948,184,5346,"11-07-2020","South"
"12678","Mali",3676,137,2822,"11-07-2020","West"
"12679","Mauritania",7814,165,7473,"11-07-2020","North"
"12680","Mauritius",453,10,416,"11-07-2020","East"
"12681","Morocco",252185,4197,205556,"11-07-2020","North"
"12682","Mozambique",13577,99,11581,"11-07-2020","South"
"12683","Namibia",13170,134,11602,"11-07-2020","South"
"12684","Niger",1242,69,1143,"11-07-2020","West"
"12685","Nigeria",63790,1155,59884,"11-07-2020","West"
"12686","Rwanda",5213,36,4953,"11-07-2020","East"
"12687","Sao Tome and Principe",962,16,910,"11-07-2020","Central"
"12688","Senegal",15693,326,15317,"11-07-2020","West"
"12689","Seychelles",158,0,155,"11-07-2020","East"
"12690","Sierra Leone",2381,74,1812,"11-07-2020","West"
"12691","Somalia",4229,107,3247,"11-07-2020","East"
"12692","South Africa",735906,19789,678738,"11-07-2020","South"
"12693","South Sudan",2943,59,1290,"11-07-2020","East"
"12694","Sudan",13943,837,6764,"11-07-2020","East"
"12695","Tanzania",509,21,183,"11-07-2020","East"
"12696","Togo",2483,57,1727,"11-07-2020","West"
"12697","Tunisia",69543,1794,47416,"11-07-2020","North"
"12698","Uganda",14066,131,7753,"11-07-2020","East"
"12699","Zambia",16908,349,15873,"11-07-2020","South"
"12700","Zimbabwe",8498,251,7995,"11-07-2020","West"
"12701","Algeria",62051,2048,42037,"11-08-2020","North"
"12702","Angola",12433,307,5899,"11-08-2020","South"
"12703","Benin",2745,43,2466,"11-08-2020","West"
"12704","Botswana",7835,27,5534,"11-08-2020","South"
"12705","Burkina Faso",2569,67,2381,"11-08-2020","West"
"12706","Burundi",612,1,549,"11-08-2020","Central"
"12707","Cabo Verde",9369,100,8465,"11-08-2020","West"
"12708","Cameroon",22421,433,21510,"11-08-2020","Central"
"12709","Central African Republic",4879,62,1924,"11-08-2020","Central"
"12710","Chad",1547,99,1382,"11-08-2020","Central"
"12711","Comoros",563,7,532,"11-08-2020","East"
"12712","Congo (Brazzaville)",5379,92,3887,"11-08-2020","Central"
"12713","Congo (Kinshasa)",11591,316,10838,"11-08-2020","Central"
"12714","Cote d'Ivoire",20832,126,20508,"11-08-2020","West"
"12715","Djibouti",5608,61,5486,"11-08-2020","East"
"12716","Egypt",109201,6368,100342,"11-08-2020","North"
"12717","Equatorial Guinea",5092,85,4968,"11-08-2020","Central"
"12718","Eritrea",491,0,438,"11-08-2020","East"
"12719","Eswatini",6003,117,5724,"11-08-2020","South"
"12720","Ethiopia",99675,1523,59766,"11-08-2020","East"
"12721","Gabon",9022,55,8878,"11-08-2020","Central"
"12722","Gambia",3684,121,3533,"11-08-2020","West"
"12723","Ghana",49102,320,47726,"11-08-2020","West"
"12724","Guinea",12414,74,10817,"11-08-2020","West"
"12725","Guinea-Bissau",2414,42,1862,"11-08-2020","West"
"12726","Kenya",62488,1111,41931,"11-08-2020","East"
"12727","Lesotho",1967,44,1024,"11-08-2020","South"
"12728","Liberia",1442,82,1310,"11-08-2020","West"
"12729","Libya",68117,929,40119,"11-08-2020","North"
"12730","Madagascar",17223,249,16516,"11-08-2020","East"
"12731","Malawi",5951,184,5348,"11-08-2020","South"
"12732","Mali",3706,137,2828,"11-08-2020","West"
"12733","Mauritania",7820,165,7479,"11-08-2020","North"
"12734","Mauritius",453,10,416,"11-08-2020","East"
"12735","Morocco",256781,4272,209801,"11-08-2020","North"
"12736","Mozambique",13768,99,11605,"11-08-2020","South"
"12737","Namibia",13211,134,11605,"11-08-2020","South"
"12738","Niger",1243,69,1144,"11-08-2020","West"
"12739","Nigeria",64090,1154,59910,"11-08-2020","West"
"12740","Rwanda",5222,36,4960,"11-08-2020","East"
"12741","Sao Tome and Principe",962,16,912,"11-08-2020","Central"
"12742","Senegal",15708,326,15336,"11-08-2020","West"
"12743","Seychelles",158,0,155,"11-08-2020","East"
"12744","Sierra Leone",2381,74,1812,"11-08-2020","West"
"12745","Somalia",4229,107,3247,"11-08-2020","East"
"12746","South Africa",737278,19809,679688,"11-08-2020","South"
"12747","South Sudan",2943,59,1290,"11-08-2020","East"
"12748","Sudan",14090,1115,9484,"11-08-2020","East"
"12749","Tanzania",509,21,183,"11-08-2020","East"
"12750","Togo",2516,57,1732,"11-08-2020","West"
"12751","Tunisia",71119,1873,48103,"11-08-2020","North"
"12752","Uganda",14403,132,7771,"11-08-2020","East"
"12753","Zambia",16954,349,15950,"11-08-2020","South"
"12754","Zimbabwe",8531,253,8005,"11-08-2020","West"
"12755","Algeria",62693,2062,42325,"11-09-2020","North"
"12756","Angola",12680,308,5927,"11-09-2020","South"
"12757","Benin",2781,43,2515,"11-09-2020","West"
"12758","Botswana",7835,27,5534,"11-09-2020","South"
"12759","Burkina Faso",2581,67,2382,"11-09-2020","West"
"12760","Burundi",614,1,549,"11-09-2020","Central"
"12761","Cabo Verde",9419,100,8717,"11-09-2020","West"
"12762","Cameroon",22421,433,21510,"11-09-2020","Central"
"12763","Central African Republic",4880,62,1924,"11-09-2020","Central"
"12764","Chad",1551,99,1394,"11-09-2020","Central"
"12765","Comoros",563,7,532,"11-09-2020","East"
"12766","Congo (Brazzaville)",5379,92,3887,"11-09-2020","Central"
"12767","Congo (Kinshasa)",11608,316,10893,"11-09-2020","Central"
"12768","Cote d'Ivoire",20835,126,20516,"11-09-2020","West"
"12769","Djibouti",5627,61,5492,"11-09-2020","East"
"12770","Egypt",109422,6380,100439,"11-09-2020","North"
"12771","Equatorial Guinea",5092,85,4968,"11-09-2020","Central"
"12772","Eritrea",491,0,438,"11-09-2020","East"
"12773","Eswatini",6013,117,5732,"11-09-2020","South"
"12774","Ethiopia",99982,1530,60710,"11-09-2020","East"
"12775","Gabon",9029,57,8899,"11-09-2020","Central"
"12776","Gambia",3696,122,3543,"11-09-2020","West"
"12777","Ghana",49202,320,47726,"11-09-2020","West"
"12778","Guinea",12459,74,10847,"11-09-2020","West"
"12779","Guinea-Bissau",2419,43,2255,"11-09-2020","West"
"12780","Kenya",63244,1130,42659,"11-09-2020","East"
"12781","Lesotho",1967,44,1024,"11-09-2020","South"
"12782","Liberia",1452,82,1310,"11-09-2020","West"
"12783","Libya",69040,944,40780,"11-09-2020","North"
"12784","Madagascar",17223,249,16516,"11-09-2020","East"
"12785","Malawi",5953,185,5359,"11-09-2020","South"
"12786","Mali",3712,137,2832,"11-09-2020","West"
"12787","Mauritania",7833,165,7485,"11-09-2020","North"
"12788","Mauritius",453,10,416,"11-09-2020","East"
"12789","Morocco",259951,4356,212905,"11-09-2020","North"
"12790","Mozambique",13823,99,11659,"11-09-2020","South"
"12791","Namibia",13240,134,11620,"11-09-2020","South"
"12792","Niger",1246,69,1144,"11-09-2020","West"
"12793","Nigeria",64184,1158,60069,"11-09-2020","West"
"12794","Rwanda",5242,38,4967,"11-09-2020","East"
"12795","Sao Tome and Principe",962,16,912,"11-09-2020","Central"
"12796","Senegal",15711,326,15349,"11-09-2020","West"
"12797","Seychelles",158,0,155,"11-09-2020","East"
"12798","Sierra Leone",2385,74,1813,"11-09-2020","West"
"12799","Somalia",4301,107,3247,"11-09-2020","East"
"12800","South Africa",738525,19845,680726,"11-09-2020","South"
"12801","South Sudan",2960,59,1290,"11-09-2020","East"
"12802","Sudan",14155,1116,9492,"11-09-2020","East"
"12803","Tanzania",509,21,183,"11-09-2020","East"
"12804","Togo",2523,57,1736,"11-09-2020","West"
"12805","Tunisia",71569,1920,48103,"11-09-2020","North"
"12806","Uganda",14574,133,7771,"11-09-2020","East"
"12807","Zambia",16971,349,16011,"11-09-2020","South"
"12808","Zimbabwe",8561,254,8023,"11-09-2020","West"
"12809","Algeria",63446,2077,42626,"11-10-2020","North"
"12810","Angola",12816,308,6036,"11-10-2020","South"
"12811","Benin",2781,43,2515,"11-10-2020","West"
"12812","Botswana",7835,27,5534,"11-10-2020","South"
"12813","Burkina Faso",2582,67,2410,"11-10-2020","West"
"12814","Burundi",615,1,549,"11-10-2020","Central"
"12815","Cabo Verde",9499,101,8738,"11-10-2020","West"
"12816","Cameroon",22421,433,21510,"11-10-2020","Central"
"12817","Central African Republic",4884,62,1924,"11-10-2020","Central"
"12818","Chad",1561,99,1413,"11-10-2020","Central"
"12819","Comoros",569,7,541,"11-10-2020","East"
"12820","Congo (Brazzaville)",5379,92,3887,"11-10-2020","Central"
"12821","Congo (Kinshasa)",11642,316,10928,"11-10-2020","Central"
"12822","Cote d'Ivoire",20847,126,20546,"11-10-2020","West"
"12823","Djibouti",5633,61,5497,"11-10-2020","East"
"12824","Egypt",109654,6394,100540,"11-10-2020","North"
"12825","Equatorial Guinea",5102,85,4971,"11-10-2020","Central"
"12826","Eritrea",491,0,438,"11-10-2020","East"
"12827","Eswatini",6024,117,5737,"11-10-2020","South"
"12828","Ethiopia",100327,1537,61516,"11-10-2020","East"
"12829","Gabon",9029,57,8899,"11-10-2020","Central"
"12830","Gambia",3696,122,3543,"11-10-2020","West"
"12831","Ghana",49302,320,47843,"11-10-2020","West"
"12832","Guinea",12484,74,10857,"11-10-2020","West"
"12833","Guinea-Bissau",2419,43,2255,"11-10-2020","West"
"12834","Kenya",64588,1154,43095,"11-10-2020","East"
"12835","Lesotho",2026,44,1029,"11-10-2020","South"
"12836","Liberia",1461,82,1310,"11-10-2020","West"
"12837","Libya",70010,957,41512,"11-10-2020","North"
"12838","Madagascar",17223,249,16516,"11-10-2020","East"
"12839","Malawi",5953,185,5361,"11-10-2020","South"
"12840","Mali",3745,137,2905,"11-10-2020","West"
"12841","Mauritania",7848,165,7498,"11-10-2020","North"
"12842","Mauritius",453,10,416,"11-10-2020","East"
"12843","Morocco",265165,4425,216851,"11-10-2020","North"
"12844","Mozambique",13892,99,11748,"11-10-2020","South"
"12845","Namibia",13253,134,11701,"11-10-2020","South"
"12846","Niger",1256,69,1144,"11-10-2020","West"
"12847","Nigeria",64336,1160,60333,"11-10-2020","West"
"12848","Rwanda",5262,40,4967,"11-10-2020","East"
"12849","Sao Tome and Principe",962,16,914,"11-10-2020","Central"
"12850","Senegal",15720,326,15366,"11-10-2020","West"
"12851","Seychelles",158,0,155,"11-10-2020","East"
"12852","Sierra Leone",2386,74,1813,"11-10-2020","West"
"12853","Somalia",4301,107,3247,"11-10-2020","East"
"12854","South Africa",740254,19951,683194,"11-10-2020","South"
"12855","South Sudan",2960,59,1290,"11-10-2020","East"
"12856","Sudan",14155,1116,9492,"11-10-2020","East"
"12857","Tanzania",509,21,183,"11-10-2020","East"
"12858","Togo",2558,57,1763,"11-10-2020","West"
"12859","Tunisia",72993,2006,48103,"11-10-2020","North"
"12860","Uganda",14704,133,7836,"11-10-2020","East"
"12861","Zambia",16997,350,16019,"11-10-2020","South"
"12862","Zimbabwe",8610,255,8040,"11-10-2020","West"
"12863","Algeria",64257,2093,42980,"11-11-2020","North"
"12864","Angola",12953,312,6125,"11-11-2020","South"
"12865","Benin",2844,43,2515,"11-11-2020","West"
"12866","Botswana",7835,27,5534,"11-11-2020","South"
"12867","Burkina Faso",2586,67,2411,"11-11-2020","West"
"12868","Burundi",620,1,549,"11-11-2020","Central"
"12869","Cabo Verde",9560,102,8829,"11-11-2020","West"
"12870","Cameroon",22490,433,21510,"11-11-2020","Central"
"12871","Central African Republic",4884,62,1924,"11-11-2020","Central"
"12872","Chad",1565,99,1420,"11-11-2020","Central"
"12873","Comoros",569,7,541,"11-11-2020","East"
"12874","Congo (Brazzaville)",5379,92,3887,"11-11-2020","Central"
"12875","Congo (Kinshasa)",11656,316,10963,"11-11-2020","Central"
"12876","Cote d'Ivoire",20855,127,20572,"11-11-2020","West"
"12877","Djibouti",5635,61,5501,"11-11-2020","East"
"12878","Egypt",109881,6405,100662,"11-11-2020","North"
"12879","Equatorial Guinea",5102,85,4971,"11-11-2020","Central"
"12880","Eritrea",491,0,438,"11-11-2020","East"
"12881","Eswatini",6044,117,5744,"11-11-2020","South"
"12882","Ethiopia",100727,1545,62497,"11-11-2020","East"
"12883","Gabon",9048,57,8922,"11-11-2020","Central"
"12884","Gambia",3697,122,3549,"11-11-2020","West"
"12885","Ghana",49302,320,47843,"11-11-2020","West"
"12886","Guinea",12516,74,10879,"11-11-2020","West"
"12887","Guinea-Bissau",2419,43,2255,"11-11-2020","West"
"12888","Kenya",65804,1180,43626,"11-11-2020","East"
"12889","Lesotho",2026,44,1029,"11-11-2020","South"
"12890","Liberia",1461,82,1311,"11-11-2020","West"
"12891","Libya",70885,970,42098,"11-11-2020","North"
"12892","Madagascar",17223,249,16516,"11-11-2020","East"
"12893","Malawi",5955,185,5366,"11-11-2020","South"
"12894","Mali",3753,138,2909,"11-11-2020","West"
"12895","Mauritania",7885,165,7499,"11-11-2020","North"
"12896","Mauritius",453,10,416,"11-11-2020","East"
"12897","Morocco",270626,4506,221743,"11-11-2020","North"
"12898","Mozambique",13991,104,11959,"11-11-2020","South"
"12899","Namibia",13292,134,11739,"11-11-2020","South"
"12900","Niger",1263,69,1144,"11-11-2020","West"
"12901","Nigeria",64516,1162,60737,"11-11-2020","West"
"12902","Rwanda",5312,41,4974,"11-11-2020","East"
"12903","Sao Tome and Principe",962,16,914,"11-11-2020","Central"
"12904","Senegal",15735,326,15386,"11-11-2020","West"
"12905","Seychelles",158,0,155,"11-11-2020","East"
"12906","Sierra Leone",2386,74,1813,"11-11-2020","West"
"12907","Somalia",4301,107,3330,"11-11-2020","East"
"12908","South Africa",742394,20011,686458,"11-11-2020","South"
"12909","South Sudan",2960,59,1290,"11-11-2020","East"
"12910","Sudan",14346,1116,9525,"11-11-2020","East"
"12911","Tanzania",509,21,183,"11-11-2020","East"
"12912","Togo",2593,59,1792,"11-11-2020","West"
"12913","Tunisia",74522,2100,51750,"11-11-2020","North"
"12914","Uganda",14993,139,7939,"11-11-2020","East"
"12915","Zambia",17036,350,16070,"11-11-2020","South"
"12916","Zimbabwe",8667,255,8046,"11-11-2020","West"
"12917","Algeria",65108,2111,42980,"11-12-2020","North"
"12918","Angola",13053,315,6250,"11-12-2020","South"
"12919","Benin",2844,43,2515,"11-12-2020","West"
"12920","Botswana",8225,27,5559,"11-12-2020","South"
"12921","Burkina Faso",2586,67,2411,"11-12-2020","West"
"12922","Burundi",623,1,549,"11-12-2020","Central"
"12923","Cabo Verde",9694,102,9004,"11-12-2020","West"
"12924","Cameroon",22490,433,21510,"11-12-2020","Central"
"12925","Central African Republic",4888,62,1924,"11-12-2020","Central"
"12926","Chad",1578,100,1428,"11-12-2020","Central"
"12927","Comoros",574,7,542,"11-12-2020","East"
"12928","Congo (Brazzaville)",5379,92,3887,"11-12-2020","Central"
"12929","Congo (Kinshasa)",11692,318,10983,"11-12-2020","Central"
"12930","Cote d'Ivoire",20882,127,20584,"11-12-2020","West"
"12931","Djibouti",5641,61,5509,"11-12-2020","East"
"12932","Egypt",110095,6417,100760,"11-12-2020","North"
"12933","Equatorial Guinea",5104,85,4973,"11-12-2020","Central"
"12934","Eritrea",493,0,444,"11-12-2020","East"
"12935","Eswatini",6060,117,5746,"11-12-2020","South"
"12936","Ethiopia",101248,1554,63268,"11-12-2020","East"
"12937","Gabon",9048,57,8922,"11-12-2020","Central"
"12938","Gambia",3697,122,3556,"11-12-2020","West"
"12939","Ghana",49957,320,48096,"11-12-2020","West"
"12940","Guinea",12537,74,10899,"11-12-2020","West"
"12941","Guinea-Bissau",2419,43,2255,"11-12-2020","West"
"12942","Kenya",66723,1203,44040,"11-12-2020","East"
"12943","Lesotho",2026,44,1029,"11-12-2020","South"
"12944","Liberia",1468,82,1312,"11-12-2020","West"
"12945","Libya",71804,985,42703,"11-12-2020","North"
"12946","Madagascar",17223,249,16516,"11-12-2020","East"
"12947","Malawi",5958,185,5369,"11-12-2020","South"
"12948","Mali",3792,138,2923,"11-12-2020","West"
"12949","Mauritania",7900,165,7500,"11-12-2020","North"
"12950","Mauritius",468,10,427,"11-12-2020","East"
"12951","Morocco",276821,4570,226040,"11-12-2020","North"
"12952","Mozambique",14094,104,12134,"11-12-2020","South"
"12953","Namibia",13345,135,12188,"11-12-2020","South"
"12954","Niger",1282,69,1144,"11-12-2020","West"
"12955","Nigeria",64728,1162,60790,"11-12-2020","West"
"12956","Rwanda",5319,41,4974,"11-12-2020","East"
"12957","Sao Tome and Principe",963,16,914,"11-12-2020","Central"
"12958","Senegal",15744,326,15386,"11-12-2020","West"
"12959","Seychelles",160,0,157,"11-12-2020","East"
"12960","Sierra Leone",2387,74,1816,"11-12-2020","West"
"12961","Somalia",4301,107,3330,"11-12-2020","East"
"12962","South Africa",744732,20076,690903,"11-12-2020","South"
"12963","South Sudan",2960,59,1290,"11-12-2020","East"
"12964","Sudan",14401,1116,9535,"11-12-2020","East"
"12965","Tanzania",509,21,183,"11-12-2020","East"
"12966","Togo",2605,60,1815,"11-12-2020","West"
"12967","Tunisia",76106,2151,51807,"11-12-2020","North"
"12968","Uganda",15217,143,7985,"11-12-2020","East"
"12969","Zambia",17056,350,16102,"11-12-2020","South"
"12970","Zimbabwe",8696,255,8060,"11-12-2020","West"
"12971","Algeria",65975,2124,43779,"11-13-2020","North"
"12972","Angola",13228,317,6326,"11-13-2020","South"
"12973","Benin",2844,43,2515,"11-13-2020","West"
"12974","Botswana",8225,27,5559,"11-13-2020","South"
"12975","Burkina Faso",2609,68,2413,"11-13-2020","West"
"12976","Burundi",624,1,549,"11-13-2020","Central"
"12977","Cabo Verde",9741,102,9076,"11-13-2020","West"
"12978","Cameroon",22583,433,21510,"11-13-2020","Central"
"12979","Central African Republic",4888,62,1924,"11-13-2020","Central"
"12980","Chad",1589,100,1435,"11-13-2020","Central"
"12981","Comoros",574,7,542,"11-13-2020","East"
"12982","Congo (Brazzaville)",5515,92,3887,"11-13-2020","Central"
"12983","Congo (Kinshasa)",11692,318,10983,"11-13-2020","Central"
"12984","Cote d'Ivoire",20899,127,20599,"11-13-2020","West"
"12985","Djibouti",5641,61,5509,"11-13-2020","East"
"12986","Egypt",110319,6429,100847,"11-13-2020","North"
"12987","Equatorial Guinea",5104,85,4973,"11-13-2020","Central"
"12988","Eritrea",493,0,444,"11-13-2020","East"
"12989","Eswatini",6076,118,5756,"11-13-2020","South"
"12990","Ethiopia",101757,1558,63571,"11-13-2020","East"
"12991","Gabon",9062,58,8939,"11-13-2020","Central"
"12992","Gambia",3698,122,3557,"11-13-2020","West"
"12993","Ghana",50018,320,48179,"11-13-2020","West"
"12994","Guinea",12537,74,10899,"11-13-2020","West"
"12995","Guinea-Bissau",2419,43,2255,"11-13-2020","West"
"12996","Kenya",68193,1228,44872,"11-13-2020","East"
"12997","Lesotho",2041,44,1056,"11-13-2020","South"
"12998","Liberia",1491,82,1314,"11-13-2020","West"
"12999","Libya",72628,995,43259,"11-13-2020","North"
"13000","Madagascar",17223,249,16516,"11-13-2020","East"
"13001","Malawi",5962,185,5372,"11-13-2020","South"
"13002","Mali",3806,139,2926,"11-13-2020","West"
"13003","Mauritania",7932,165,7513,"11-13-2020","North"
"13004","Mauritius",470,10,428,"11-13-2020","East"
"13005","Morocco",282336,4631,229160,"11-13-2020","North"
"13006","Mozambique",14227,110,12238,"11-13-2020","South"
"13007","Namibia",13372,138,12243,"11-13-2020","South"
"13008","Niger",1289,69,1145,"11-13-2020","West"
"13009","Nigeria",64884,1163,60936,"11-13-2020","West"
"13010","Rwanda",5362,42,4993,"11-13-2020","East"
"13011","Sao Tome and Principe",963,16,916,"11-13-2020","Central"
"13012","Senegal",15755,326,15400,"11-13-2020","West"
"13013","Seychelles",160,0,157,"11-13-2020","East"
"13014","Sierra Leone",2389,74,1816,"11-13-2020","West"
"13015","Somalia",4301,107,3330,"11-13-2020","East"
"13016","South Africa",746945,20153,692177,"11-13-2020","South"
"13017","South Sudan",2980,59,1290,"11-13-2020","East"
"13018","Sudan",14401,1116,9535,"11-13-2020","East"
"13019","Tanzania",509,21,183,"11-13-2020","East"
"13020","Togo",2627,60,1856,"11-13-2020","West"
"13021","Tunisia",77668,2209,52912,"11-13-2020","North"
"13022","Uganda",15402,144,8038,"11-13-2020","East"
"13023","Zambia",17093,350,16134,"11-13-2020","South"
"13024","Zimbabwe",8765,257,8090,"11-13-2020","West"
"13025","Algeria",66819,2139,44199,"11-14-2020","North"
"13026","Angola",13374,322,6345,"11-14-2020","South"
"13027","Benin",2844,43,2515,"11-14-2020","West"
"13028","Botswana",8225,27,5559,"11-14-2020","South"
"13029","Burkina Faso",2635,68,2426,"11-14-2020","West"
"13030","Burundi",627,1,549,"11-14-2020","Central"
"13031","Cabo Verde",9780,102,9148,"11-14-2020","West"
"13032","Cameroon",22692,433,21510,"11-14-2020","Central"
"13033","Central African Republic",4896,63,1924,"11-14-2020","Central"
"13034","Chad",1591,100,1439,"11-14-2020","Central"
"13035","Comoros",579,7,549,"11-14-2020","East"
"13036","Congo (Brazzaville)",5515,92,3887,"11-14-2020","Central"
"13037","Congo (Kinshasa)",11760,319,11086,"11-14-2020","Central"
"13038","Cote d'Ivoire",20945,127,20630,"11-14-2020","West"
"13039","Djibouti",5645,61,5519,"11-14-2020","East"
"13040","Egypt",110547,6442,100946,"11-14-2020","North"
"13041","Equatorial Guinea",5104,85,4973,"11-14-2020","Central"
"13042","Eritrea",493,0,444,"11-14-2020","East"
"13043","Eswatini",6093,119,5771,"11-14-2020","South"
"13044","Ethiopia",102321,1565,63675,"11-14-2020","East"
"13045","Gabon",9062,58,8939,"11-14-2020","Central"
"13046","Gambia",3702,122,3567,"11-14-2020","West"
"13047","Ghana",50018,320,48179,"11-14-2020","West"
"13048","Guinea",12585,74,11041,"11-14-2020","West"
"13049","Guinea-Bissau",2419,43,2255,"11-14-2020","West"
"13050","Kenya",69273,1228,44872,"11-14-2020","East"
"13051","Lesotho",2041,44,1056,"11-14-2020","South"
"13052","Liberia",1498,82,1314,"11-14-2020","West"
"13053","Libya",72628,995,43259,"11-14-2020","North"
"13054","Madagascar",17223,249,16516,"11-14-2020","East"
"13055","Malawi",5964,185,5399,"11-14-2020","South"
"13056","Mali",3868,139,2937,"11-14-2020","West"
"13057","Mauritania",7948,165,7516,"11-14-2020","North"
"13058","Mauritius",470,10,428,"11-14-2020","East"
"13059","Morocco",288211,4697,234904,"11-14-2020","North"
"13060","Mozambique",14340,110,12505,"11-14-2020","South"
"13061","Namibia",13449,138,12467,"11-14-2020","South"
"13062","Niger",1301,70,1147,"11-14-2020","West"
"13063","Nigeria",64996,1163,61029,"11-14-2020","West"
"13064","Rwanda",5394,42,4994,"11-14-2020","East"
"13065","Sao Tome and Principe",964,16,917,"11-14-2020","Central"
"13066","Senegal",15779,327,15407,"11-14-2020","West"
"13067","Seychelles",160,0,157,"11-14-2020","East"
"13068","Sierra Leone",2391,74,1816,"11-14-2020","West"
"13069","Somalia",4301,107,3330,"11-14-2020","East"
"13070","South Africa",749182,20206,693261,"11-14-2020","South"
"13071","South Sudan",3003,59,1290,"11-14-2020","East"
"13072","Sudan",14401,1116,9535,"11-14-2020","East"
"13073","Tanzania",509,21,183,"11-14-2020","East"
"13074","Togo",2651,61,1885,"11-14-2020","West"
"13075","Tunisia",79339,2279,53758,"11-14-2020","North"
"13076","Uganda",15789,144,8038,"11-14-2020","East"
"13077","Zambia",17097,350,16137,"11-14-2020","South"
"13078","Zimbabwe",8786,257,8096,"11-14-2020","West"
"13079","Algeria",67679,2154,44633,"11-15-2020","North"
"13080","Angola",13451,322,6444,"11-15-2020","South"
"13081","Benin",2844,43,2515,"11-15-2020","West"
"13082","Botswana",8225,27,5559,"11-15-2020","South"
"13083","Burkina Faso",2641,68,2445,"11-15-2020","West"
"13084","Burundi",628,1,549,"11-15-2020","Central"
"13085","Cabo Verde",9822,103,9220,"11-15-2020","West"
"13086","Cameroon",22692,433,21510,"11-15-2020","Central"
"13087","Central African Republic",4900,63,1924,"11-15-2020","Central"
"13088","Chad",1597,101,1443,"11-15-2020","Central"
"13089","Comoros",579,7,549,"11-15-2020","East"
"13090","Congo (Brazzaville)",5515,92,3887,"11-15-2020","Central"
"13091","Congo (Kinshasa)",11760,319,11086,"11-15-2020","Central"
"13092","Cote d'Ivoire",20976,128,20647,"11-15-2020","West"
"13093","Djibouti",5649,61,5525,"11-15-2020","East"
"13094","Egypt",110767,6453,101046,"11-15-2020","North"
"13095","Equatorial Guinea",5104,85,4973,"11-15-2020","Central"
"13096","Eritrea",493,0,444,"11-15-2020","East"
"13097","Eswatini",6095,119,5779,"11-15-2020","South"
"13098","Ethiopia",102720,1569,63866,"11-15-2020","East"
"13099","Gabon",9062,58,8939,"11-15-2020","Central"
"13100","Gambia",3702,122,3571,"11-15-2020","West"
"13101","Ghana",50123,322,48328,"11-15-2020","West"
"13102","Guinea",12611,75,11151,"11-15-2020","West"
"13103","Guinea-Bissau",2419,43,2255,"11-15-2020","West"
"13104","Kenya",70245,1269,45766,"11-15-2020","East"
"13105","Lesotho",2041,44,1056,"11-15-2020","South"
