"","Country_Region","Confirmed","Deaths","Recovered","Date","Region"
"530","Congo (Brazzaville)",4,0,0,"03-25-2020","Central"
"531","Congo (Kinshasa)",48,2,0,"03-25-2020","Central"
"532","Cote d'Ivoire",80,0,3,"03-25-2020","West"
"533","Djibouti",11,0,0,"03-25-2020","East"
"534","Egypt",456,21,95,"03-25-2020","North"
"535","Equatorial Guinea",9,0,0,"03-25-2020","Central"
"536","Eritrea",4,0,0,"03-25-2020","East"
"537","Eswatini",4,0,0,"03-25-2020","South"
"538","Ethiopia",12,0,0,"03-25-2020","East"
"539","Gabon",6,1,0,"03-25-2020","Central"
"540","Gambia",3,1,0,"03-25-2020","West"
"541","Ghana",93,4,0,"03-25-2020","West"
"542","Guinea",4,0,0,"03-25-2020","West"
"543","Guinea-Bissau",2,0,0,"03-25-2020","West"
"544","Kenya",28,0,1,"03-25-2020","East"
"545","Liberia",3,0,0,"03-25-2020","West"
"546","Libya",1,0,0,"03-25-2020","North"
"547","Madagascar",19,0,0,"03-25-2020","East"
"548","Mali",2,0,0,"03-25-2020","West"
"549","Mauritania",2,0,0,"03-25-2020","North"
"550","Mauritius",48,2,0,"03-25-2020","East"
"551","Morocco",225,6,7,"03-25-2020","North"
"552","Mozambique",5,0,0,"03-25-2020","South"
"553","Namibia",7,0,2,"03-25-2020","South"
"554","Niger",7,1,0,"03-25-2020","West"
"555","Nigeria",51,1,2,"03-25-2020","West"
"556","Rwanda",41,0,0,"03-25-2020","East"
"557","Senegal",99,0,9,"03-25-2020","West"
"558","Seychelles",7,0,0,"03-25-2020","East"
"559","Somalia",1,0,0,"03-25-2020","East"
"560","South Africa",709,0,12,"03-25-2020","South"
"561","Sudan",3,1,0,"03-25-2020","East"
"562","Tanzania",12,0,0,"03-25-2020","East"
"563","Togo",23,0,1,"03-25-2020","West"
"564","Tunisia",173,5,2,"03-25-2020","North"
"565","Uganda",14,0,0,"03-25-2020","East"
"566","Zambia",12,0,0,"03-25-2020","South"
"567","Zimbabwe",3,1,0,"03-25-2020","West"
"568","Algeria",367,25,29,"03-26-2020","North"
"569","Angola",4,0,0,"03-26-2020","South"
"570","Benin",6,0,0,"03-26-2020","West"
"571","Burkina Faso",152,7,10,"03-26-2020","West"
"572","Cabo Verde",4,1,0,"03-26-2020","West"
"573","Cameroon",75,1,2,"03-26-2020","Central"
"574","Central African Republic",3,0,0,"03-26-2020","Central"
"575","Chad",3,0,0,"03-26-2020","Central"
"576","Congo (Brazzaville)",4,0,0,"03-26-2020","Central"
"577","Congo (Kinshasa)",51,3,0,"03-26-2020","Central"
"578","Cote d'Ivoire",96,0,3,"03-26-2020","West"
"579","Djibouti",11,0,0,"03-26-2020","East"
"580","Egypt",495,24,102,"03-26-2020","North"
"581","Equatorial Guinea",12,0,0,"03-26-2020","Central"
"582","Eritrea",6,0,0,"03-26-2020","East"
"583","Eswatini",6,0,0,"03-26-2020","South"
"584","Ethiopia",12,0,0,"03-26-2020","East"
"585","Gabon",7,1,0,"03-26-2020","Central"
"586","Gambia",3,1,0,"03-26-2020","West"
"587","Ghana",132,4,1,"03-26-2020","West"
"588","Guinea",4,0,0,"03-26-2020","West"
"589","Guinea-Bissau",2,0,0,"03-26-2020","West"
"590","Kenya",31,1,1,"03-26-2020","East"
"591","Liberia",3,0,0,"03-26-2020","West"
"592","Libya",1,0,0,"03-26-2020","North"
"593","Madagascar",23,0,0,"03-26-2020","East"
"594","Mali",4,0,0,"03-26-2020","West"
"595","Mauritania",3,0,0,"03-26-2020","North"
"596","Mauritius",81,2,0,"03-26-2020","East"
"597","Morocco",275,11,8,"03-26-2020","North"
"598","Mozambique",7,0,0,"03-26-2020","South"
"599","Namibia",8,0,2,"03-26-2020","South"
"600","Niger",10,1,0,"03-26-2020","West"
"601","Nigeria",65,1,2,"03-26-2020","West"
"602","Rwanda",50,0,0,"03-26-2020","East"
"603","Senegal",105,0,9,"03-26-2020","West"
"604","Seychelles",7,0,0,"03-26-2020","East"
"605","Somalia",2,0,0,"03-26-2020","East"
"606","South Africa",927,0,12,"03-26-2020","South"
"607","Sudan",3,1,0,"03-26-2020","East"
"608","Tanzania",13,0,0,"03-26-2020","East"
"609","Togo",23,0,1,"03-26-2020","West"
"610","Tunisia",197,6,2,"03-26-2020","North"
"611","Uganda",14,0,0,"03-26-2020","East"
"612","Zambia",16,0,0,"03-26-2020","South"
"613","Zimbabwe",3,1,0,"03-26-2020","West"
"614","Algeria",409,26,29,"03-27-2020","North"
"615","Angola",4,0,0,"03-27-2020","South"
"616","Benin",6,0,0,"03-27-2020","West"
"617","Burkina Faso",180,9,12,"03-27-2020","West"
"618","Cabo Verde",5,1,0,"03-27-2020","West"
"619","Cameroon",91,2,2,"03-27-2020","Central"
"620","Central African Republic",3,0,0,"03-27-2020","Central"
"621","Chad",3,0,0,"03-27-2020","Central"
"622","Congo (Brazzaville)",4,0,0,"03-27-2020","Central"
"623","Congo (Kinshasa)",51,3,2,"03-27-2020","Central"
"624","Cote d'Ivoire",101,0,3,"03-27-2020","West"
"625","Djibouti",12,0,0,"03-27-2020","East"
"626","Egypt",536,30,116,"03-27-2020","North"
"627","Equatorial Guinea",12,0,0,"03-27-2020","Central"
"628","Eritrea",6,0,0,"03-27-2020","East"
"629","Eswatini",9,0,0,"03-27-2020","South"
"630","Ethiopia",16,0,0,"03-27-2020","East"
"631","Gabon",7,1,0,"03-27-2020","Central"
"632","Gambia",3,1,0,"03-27-2020","West"
"633","Ghana",137,4,2,"03-27-2020","West"
"634","Guinea",8,0,0,"03-27-2020","West"
"635","Guinea-Bissau",2,0,0,"03-27-2020","West"
"636","Kenya",31,1,1,"03-27-2020","East"
"637","Liberia",3,0,0,"03-27-2020","West"
"638","Libya",1,0,0,"03-27-2020","North"
"639","Madagascar",26,0,0,"03-27-2020","East"
"640","Mali",11,0,0,"03-27-2020","West"
"641","Mauritania",3,0,0,"03-27-2020","North"
"642","Mauritius",94,2,0,"03-27-2020","East"
"643","Morocco",345,23,11,"03-27-2020","North"
"644","Mozambique",7,0,0,"03-27-2020","South"
"645","Namibia",8,0,2,"03-27-2020","South"
"646","Niger",10,1,0,"03-27-2020","West"
"647","Nigeria",70,1,3,"03-27-2020","West"
"648","Rwanda",54,0,0,"03-27-2020","East"
"649","Senegal",119,0,11,"03-27-2020","West"
"650","Seychelles",7,0,0,"03-27-2020","East"
"651","Somalia",3,0,0,"03-27-2020","East"
"652","South Africa",1170,1,31,"03-27-2020","South"
"653","Sudan",3,1,0,"03-27-2020","East"
"654","Tanzania",13,0,1,"03-27-2020","East"
"655","Togo",25,1,1,"03-27-2020","West"
"656","Tunisia",227,6,2,"03-27-2020","North"
"657","Uganda",23,0,0,"03-27-2020","East"
"658","Zambia",22,0,0,"03-27-2020","South"
"659","Zimbabwe",5,1,0,"03-27-2020","West"
"660","Algeria",454,29,31,"03-28-2020","North"
"661","Angola",5,0,0,"03-28-2020","South"
"662","Benin",6,0,0,"03-28-2020","West"
"663","Burkina Faso",207,11,21,"03-28-2020","West"
"664","Cabo Verde",5,1,0,"03-28-2020","West"
"665","Cameroon",91,2,2,"03-28-2020","Central"
"666","Central African Republic",3,0,0,"03-28-2020","Central"
"667","Chad",3,0,0,"03-28-2020","Central"
"668","Congo (Brazzaville)",4,0,0,"03-28-2020","Central"
"669","Congo (Kinshasa)",65,6,2,"03-28-2020","Central"
"670","Cote d'Ivoire",101,0,3,"03-28-2020","West"
"671","Djibouti",14,0,0,"03-28-2020","East"
"672","Egypt",576,36,121,"03-28-2020","North"
"673","Equatorial Guinea",12,0,0,"03-28-2020","Central"
"674","Eritrea",6,0,0,"03-28-2020","East"
"675","Eswatini",9,0,0,"03-28-2020","South"
"676","Ethiopia",16,0,1,"03-28-2020","East"
"677","Gabon",7,1,0,"03-28-2020","Central"
"678","Gambia",3,1,0,"03-28-2020","West"
"679","Ghana",141,5,2,"03-28-2020","West"
"680","Guinea",8,0,0,"03-28-2020","West"
"681","Guinea-Bissau",2,0,0,"03-28-2020","West"
"682","Kenya",38,1,1,"03-28-2020","East"
"683","Liberia",3,0,0,"03-28-2020","West"
"684","Libya",3,0,0,"03-28-2020","North"
"685","Madagascar",26,0,0,"03-28-2020","East"
"686","Mali",18,0,0,"03-28-2020","West"
"687","Mauritania",5,0,0,"03-28-2020","North"
"688","Mauritius",102,2,0,"03-28-2020","East"
"689","Morocco",402,25,11,"03-28-2020","North"
"690","Mozambique",8,0,0,"03-28-2020","South"
"691","Namibia",8,0,2,"03-28-2020","South"
"692","Niger",10,1,0,"03-28-2020","West"
"693","Nigeria",89,1,3,"03-28-2020","West"
"694","Rwanda",60,0,0,"03-28-2020","East"
"695","Senegal",130,0,18,"03-28-2020","West"
"696","Seychelles",8,0,0,"03-28-2020","East"
"697","Somalia",3,0,0,"03-28-2020","East"
"698","South Africa",1187,1,31,"03-28-2020","South"
"699","Sudan",5,1,0,"03-28-2020","East"
"700","Tanzania",14,0,1,"03-28-2020","East"
"701","Togo",25,1,1,"03-28-2020","West"
"702","Tunisia",278,8,2,"03-28-2020","North"
"703","Uganda",30,0,0,"03-28-2020","East"
"704","Zambia",28,0,0,"03-28-2020","South"
"705","Zimbabwe",7,1,0,"03-28-2020","West"
"706","Algeria",511,31,31,"03-29-2020","North"
"707","Angola",7,2,0,"03-29-2020","South"
"708","Benin",6,0,0,"03-29-2020","West"
"709","Burkina Faso",222,12,23,"03-29-2020","West"
"710","Cabo Verde",6,1,0,"03-29-2020","West"
"711","Cameroon",139,6,5,"03-29-2020","Central"
"712","Central African Republic",3,0,0,"03-29-2020","Central"
"713","Chad",3,0,0,"03-29-2020","Central"
"714","Congo (Brazzaville)",19,0,0,"03-29-2020","Central"
"715","Congo (Kinshasa)",65,6,2,"03-29-2020","Central"
"716","Cote d'Ivoire",165,1,4,"03-29-2020","West"
"717","Djibouti",18,0,0,"03-29-2020","East"
"718","Egypt",609,40,132,"03-29-2020","North"
"719","Equatorial Guinea",12,0,0,"03-29-2020","Central"
"720","Eritrea",12,0,0,"03-29-2020","East"
"721","Eswatini",9,0,0,"03-29-2020","South"
"722","Ethiopia",21,0,1,"03-29-2020","East"
"723","Gabon",7,1,0,"03-29-2020","Central"
"724","Gambia",4,1,0,"03-29-2020","West"
"725","Ghana",152,5,2,"03-29-2020","West"
"726","Guinea",16,0,0,"03-29-2020","West"
"727","Guinea-Bissau",2,0,0,"03-29-2020","West"
"728","Kenya",42,1,1,"03-29-2020","East"
"729","Liberia",3,0,0,"03-29-2020","West"
"730","Libya",8,0,0,"03-29-2020","North"
"731","Madagascar",39,0,0,"03-29-2020","East"
"732","Mali",18,1,0,"03-29-2020","West"
"733","Mauritania",5,0,2,"03-29-2020","North"
"734","Mauritius",107,3,0,"03-29-2020","East"
"735","Morocco",479,26,13,"03-29-2020","North"
"736","Mozambique",8,0,0,"03-29-2020","South"
"737","Namibia",11,0,2,"03-29-2020","South"
"738","Niger",18,1,0,"03-29-2020","West"
"739","Nigeria",111,1,3,"03-29-2020","West"
"740","Rwanda",70,0,0,"03-29-2020","East"
"741","Senegal",142,0,27,"03-29-2020","West"
"742","Seychelles",8,0,0,"03-29-2020","East"
"743","Somalia",3,0,0,"03-29-2020","East"
"744","South Africa",1280,2,31,"03-29-2020","South"
"745","Sudan",6,1,0,"03-29-2020","East"
"746","Tanzania",14,0,1,"03-29-2020","East"
"747","Togo",25,1,1,"03-29-2020","West"
"748","Tunisia",312,8,2,"03-29-2020","North"
"749","Uganda",33,0,0,"03-29-2020","East"
"750","Zambia",29,0,0,"03-29-2020","South"
"751","Zimbabwe",7,1,0,"03-29-2020","West"
"752","Algeria",584,35,37,"03-30-2020","North"
"753","Angola",7,2,0,"03-30-2020","South"
"754","Benin",6,0,0,"03-30-2020","West"
"755","Botswana",3,0,0,"03-30-2020","South"
"756","Burkina Faso",246,12,31,"03-30-2020","West"
"757","Cabo Verde",6,1,0,"03-30-2020","West"
"758","Cameroon",139,6,5,"03-30-2020","Central"
"759","Central African Republic",3,0,0,"03-30-2020","Central"
"760","Chad",5,0,0,"03-30-2020","Central"
"761","Congo (Brazzaville)",19,0,0,"03-30-2020","Central"
"762","Congo (Kinshasa)",81,8,2,"03-30-2020","Central"
"763","Cote d'Ivoire",168,1,6,"03-30-2020","West"
"764","Djibouti",18,0,0,"03-30-2020","East"
"765","Egypt",656,41,150,"03-30-2020","North"
"766","Equatorial Guinea",12,0,0,"03-30-2020","Central"
"767","Eritrea",12,0,0,"03-30-2020","East"
"768","Eswatini",9,0,0,"03-30-2020","South"
"769","Ethiopia",23,0,4,"03-30-2020","East"
"770","Gabon",7,1,0,"03-30-2020","Central"
"771","Gambia",4,1,0,"03-30-2020","West"
"772","Ghana",152,5,2,"03-30-2020","West"
"773","Guinea",22,0,0,"03-30-2020","West"
"774","Guinea-Bissau",8,0,0,"03-30-2020","West"
"775","Kenya",50,1,1,"03-30-2020","East"
"776","Liberia",3,0,0,"03-30-2020","West"
"777","Libya",8,0,0,"03-30-2020","North"
"778","Madagascar",43,0,0,"03-30-2020","East"
"779","Mali",25,2,0,"03-30-2020","West"
"780","Mauritania",5,1,2,"03-30-2020","North"
"781","Mauritius",128,3,0,"03-30-2020","East"
"782","Morocco",556,33,15,"03-30-2020","North"
"783","Mozambique",8,0,0,"03-30-2020","South"
"784","Namibia",11,0,2,"03-30-2020","South"
"785","Niger",27,3,0,"03-30-2020","West"
"786","Nigeria",131,2,8,"03-30-2020","West"
"787","Rwanda",70,0,0,"03-30-2020","East"
"788","Senegal",162,0,27,"03-30-2020","West"
"789","Seychelles",8,0,0,"03-30-2020","East"
"790","Somalia",3,0,0,"03-30-2020","East"
"791","South Africa",1326,3,31,"03-30-2020","South"
"792","Sudan",6,2,0,"03-30-2020","East"
"793","Tanzania",19,0,1,"03-30-2020","East"
"794","Togo",30,1,1,"03-30-2020","West"
"795","Tunisia",312,8,3,"03-30-2020","North"
"796","Uganda",33,0,0,"03-30-2020","East"
"797","Zambia",35,0,0,"03-30-2020","South"
"798","Zimbabwe",7,1,0,"03-30-2020","West"
"799","Algeria",716,44,46,"03-31-2020","North"
"800","Angola",7,2,1,"03-31-2020","South"
"801","Benin",9,0,1,"03-31-2020","West"
"802","Botswana",4,1,0,"03-31-2020","South"
"803","Burkina Faso",261,14,32,"03-31-2020","West"
"804","Burundi",2,0,0,"03-31-2020","Central"
"805","Cabo Verde",6,1,0,"03-31-2020","West"
"806","Cameroon",193,6,5,"03-31-2020","Central"
"807","Central African Republic",3,0,0,"03-31-2020","Central"
"808","Chad",7,0,0,"03-31-2020","Central"
"809","Congo (Brazzaville)",19,0,0,"03-31-2020","Central"
"810","Congo (Kinshasa)",98,8,2,"03-31-2020","Central"
"811","Cote d'Ivoire",179,1,7,"03-31-2020","West"
"812","Djibouti",30,0,0,"03-31-2020","East"
"813","Egypt",710,46,157,"03-31-2020","North"
"814","Equatorial Guinea",12,0,1,"03-31-2020","Central"
"815","Eritrea",15,0,0,"03-31-2020","East"
"816","Eswatini",9,0,0,"03-31-2020","South"
"817","Ethiopia",26,0,2,"03-31-2020","East"
"818","Gabon",16,1,0,"03-31-2020","Central"
"819","Gambia",4,1,0,"03-31-2020","West"
"820","Ghana",161,5,31,"03-31-2020","West"
"821","Guinea",22,0,0,"03-31-2020","West"
"822","Guinea-Bissau",8,0,0,"03-31-2020","West"
"823","Kenya",59,1,1,"03-31-2020","East"
"824","Liberia",3,0,0,"03-31-2020","West"
"825","Libya",10,0,1,"03-31-2020","North"
"826","Madagascar",57,0,0,"03-31-2020","East"
"827","Mali",28,2,0,"03-31-2020","West"
"828","Mauritania",6,1,2,"03-31-2020","North"
"829","Mauritius",143,5,0,"03-31-2020","East"
"830","Morocco",617,36,24,"03-31-2020","North"
"831","Mozambique",8,0,0,"03-31-2020","South"
"832","Namibia",11,0,2,"03-31-2020","South"
"833","Niger",27,3,0,"03-31-2020","West"
"834","Nigeria",135,2,8,"03-31-2020","West"
"835","Rwanda",75,0,0,"03-31-2020","East"
"836","Senegal",175,0,40,"03-31-2020","West"
"837","Seychelles",10,0,0,"03-31-2020","East"
"838","Sierra Leone",1,0,0,"03-31-2020","West"
"839","Somalia",5,0,1,"03-31-2020","East"
"840","South Africa",1353,5,31,"03-31-2020","South"
"841","Sudan",7,2,1,"03-31-2020","East"
"842","Tanzania",19,1,1,"03-31-2020","East"
"843","Togo",34,1,10,"03-31-2020","West"
"844","Tunisia",394,10,3,"03-31-2020","North"
"845","Uganda",44,0,0,"03-31-2020","East"
"846","Zambia",35,0,0,"03-31-2020","South"
"847","Zimbabwe",8,1,0,"03-31-2020","West"
"848","Algeria",847,58,61,"04-01-2020","North"
"849","Angola",8,2,1,"04-01-2020","South"
"850","Benin",13,0,1,"04-01-2020","West"
"851","Botswana",4,1,0,"04-01-2020","South"
"852","Burkina Faso",282,16,46,"04-01-2020","West"
"853","Burundi",2,0,0,"04-01-2020","Central"
"854","Cabo Verde",6,1,0,"04-01-2020","West"
"855","Cameroon",233,6,10,"04-01-2020","Central"
"856","Central African Republic",3,0,0,"04-01-2020","Central"
"857","Chad",7,0,0,"04-01-2020","Central"
"858","Congo (Brazzaville)",19,0,0,"04-01-2020","Central"
"859","Congo (Kinshasa)",109,9,3,"04-01-2020","Central"
"860","Cote d'Ivoire",190,1,9,"04-01-2020","West"
"861","Djibouti",33,0,0,"04-01-2020","East"
"862","Egypt",779,52,179,"04-01-2020","North"
"863","Equatorial Guinea",15,0,1,"04-01-2020","Central"
"864","Eritrea",15,0,0,"04-01-2020","East"
"865","Eswatini",9,0,0,"04-01-2020","South"
"866","Ethiopia",29,0,2,"04-01-2020","East"
"867","Gabon",18,1,0,"04-01-2020","Central"
"868","Gambia",4,1,2,"04-01-2020","West"
"869","Ghana",195,5,31,"04-01-2020","West"
"870","Guinea",30,0,0,"04-01-2020","West"
"871","Guinea-Bissau",9,0,0,"04-01-2020","West"
"872","Kenya",81,1,3,"04-01-2020","East"
"873","Liberia",6,0,0,"04-01-2020","West"
"874","Libya",10,0,0,"04-01-2020","North"
"875","Madagascar",57,0,0,"04-01-2020","East"
"876","Mali",31,3,0,"04-01-2020","West"
"877","Mauritania",6,1,2,"04-01-2020","North"
"878","Mauritius",161,6,0,"04-01-2020","East"
"879","Morocco",654,39,29,"04-01-2020","North"
"880","Mozambique",10,0,0,"04-01-2020","South"
"881","Namibia",14,0,2,"04-01-2020","South"
"882","Niger",74,5,0,"04-01-2020","West"
"883","Nigeria",174,2,9,"04-01-2020","West"
"884","Rwanda",82,0,0,"04-01-2020","East"
"885","Senegal",190,1,45,"04-01-2020","West"
"886","Seychelles",10,0,0,"04-01-2020","East"
"887","Sierra Leone",2,0,0,"04-01-2020","West"
"888","Somalia",5,0,1,"04-01-2020","East"
"889","South Africa",1380,5,50,"04-01-2020","South"
"890","Sudan",7,2,2,"04-01-2020","East"
"891","Tanzania",20,1,1,"04-01-2020","East"
"892","Togo",36,2,10,"04-01-2020","West"
"893","Tunisia",423,12,5,"04-01-2020","North"
"894","Uganda",44,0,0,"04-01-2020","East"
"895","Zambia",36,0,0,"04-01-2020","South"
"896","Zimbabwe",8,1,0,"04-01-2020","West"
"897","Algeria",986,86,61,"04-02-2020","North"
"898","Angola",8,2,1,"04-02-2020","South"
"899","Benin",13,0,1,"04-02-2020","West"
"900","Botswana",4,1,0,"04-02-2020","South"
"901","Burkina Faso",288,16,50,"04-02-2020","West"
"902","Burundi",3,0,0,"04-02-2020","Central"
"903","Cabo Verde",6,1,0,"04-02-2020","West"
"904","Cameroon",306,7,10,"04-02-2020","Central"
"905","Central African Republic",3,0,0,"04-02-2020","Central"
"906","Chad",8,0,0,"04-02-2020","Central"
"907","Congo (Brazzaville)",22,2,2,"04-02-2020","Central"
"908","Congo (Kinshasa)",134,13,3,"04-02-2020","Central"
"909","Cote d'Ivoire",194,1,15,"04-02-2020","West"
"910","Djibouti",40,0,0,"04-02-2020","East"
"911","Egypt",865,58,201,"04-02-2020","North"
"912","Equatorial Guinea",15,0,1,"04-02-2020","Central"
"913","Eritrea",22,0,0,"04-02-2020","East"
"914","Eswatini",9,0,0,"04-02-2020","South"
"915","Ethiopia",29,0,3,"04-02-2020","East"
"916","Gabon",21,1,0,"04-02-2020","Central"
"917","Gambia",4,1,2,"04-02-2020","West"
"918","Ghana",204,5,31,"04-02-2020","West"
"919","Guinea",52,0,0,"04-02-2020","West"
"920","Guinea-Bissau",9,0,0,"04-02-2020","West"
"921","Kenya",110,3,4,"04-02-2020","East"
"922","Liberia",6,0,0,"04-02-2020","West"
"923","Libya",11,1,0,"04-02-2020","North"
"924","Madagascar",59,0,0,"04-02-2020","East"
"925","Malawi",3,0,0,"04-02-2020","South"
"926","Mali",36,3,0,"04-02-2020","West"
"927","Mauritania",6,1,2,"04-02-2020","North"
"928","Mauritius",169,7,0,"04-02-2020","East"
"929","Morocco",708,44,31,"04-02-2020","North"
"930","Mozambique",10,0,0,"04-02-2020","South"
"931","Namibia",14,0,3,"04-02-2020","South"
"932","Niger",98,5,0,"04-02-2020","West"
"933","Nigeria",184,2,20,"04-02-2020","West"
"934","Rwanda",84,0,0,"04-02-2020","East"
"935","Senegal",195,1,55,"04-02-2020","West"
"936","Seychelles",10,0,0,"04-02-2020","East"
"937","Sierra Leone",2,0,0,"04-02-2020","West"
"938","Somalia",5,0,1,"04-02-2020","East"
"939","South Africa",1462,5,50,"04-02-2020","South"
"940","Sudan",8,2,2,"04-02-2020","East"
"941","Tanzania",20,1,2,"04-02-2020","East"
"942","Togo",39,2,17,"04-02-2020","West"
"943","Tunisia",455,14,5,"04-02-2020","North"
"944","Uganda",45,0,0,"04-02-2020","East"
"945","Zambia",39,1,0,"04-02-2020","South"
"946","Zimbabwe",9,1,0,"04-02-2020","West"
"947","Algeria",1171,105,62,"04-03-2020","North"
"948","Angola",8,2,1,"04-03-2020","South"
"949","Benin",16,0,2,"04-03-2020","West"
"950","Botswana",4,1,0,"04-03-2020","South"
"951","Burkina Faso",302,16,50,"04-03-2020","West"
"952","Burundi",3,0,0,"04-03-2020","Central"
"953","Cabo Verde",6,1,0,"04-03-2020","West"
"954","Cameroon",509,8,17,"04-03-2020","Central"
"955","Central African Republic",8,0,0,"04-03-2020","Central"
"956","Chad",8,0,0,"04-03-2020","Central"
"957","Congo (Brazzaville)",22,2,2,"04-03-2020","Central"
"958","Congo (Kinshasa)",134,13,3,"04-03-2020","Central"
"959","Cote d'Ivoire",218,1,19,"04-03-2020","West"
"960","Djibouti",49,0,8,"04-03-2020","East"
"961","Egypt",985,66,216,"04-03-2020","North"
"962","Equatorial Guinea",16,0,1,"04-03-2020","Central"
"963","Eritrea",22,0,0,"04-03-2020","East"
"964","Eswatini",9,0,0,"04-03-2020","South"
"965","Ethiopia",35,0,3,"04-03-2020","East"
"966","Gabon",21,1,1,"04-03-2020","Central"
"967","Gambia",4,1,2,"04-03-2020","West"
"968","Ghana",205,5,31,"04-03-2020","West"
"969","Guinea",73,0,2,"04-03-2020","West"
"970","Guinea-Bissau",15,0,0,"04-03-2020","West"
"971","Kenya",122,4,4,"04-03-2020","East"
"972","Liberia",7,0,0,"04-03-2020","West"
"973","Libya",11,1,0,"04-03-2020","North"
"974","Madagascar",70,0,0,"04-03-2020","East"
"975","Malawi",3,0,0,"04-03-2020","South"
"976","Mali",39,3,0,"04-03-2020","West"
"977","Mauritania",6,1,2,"04-03-2020","North"
"978","Mauritius",186,7,0,"04-03-2020","East"
"979","Morocco",791,48,57,"04-03-2020","North"
"980","Mozambique",10,0,0,"04-03-2020","South"
"981","Namibia",14,0,3,"04-03-2020","South"
"982","Niger",120,5,0,"04-03-2020","West"
"983","Nigeria",210,4,25,"04-03-2020","West"
"984","Rwanda",89,0,0,"04-03-2020","East"
"985","Senegal",207,1,66,"04-03-2020","West"
"986","Seychelles",10,0,0,"04-03-2020","East"
"987","Sierra Leone",2,0,0,"04-03-2020","West"
"988","Somalia",7,0,1,"04-03-2020","East"
"989","South Africa",1505,9,95,"04-03-2020","South"
"990","Sudan",10,2,2,"04-03-2020","East"
"991","Tanzania",20,1,3,"04-03-2020","East"
"992","Togo",40,3,17,"04-03-2020","West"
"993","Tunisia",495,18,5,"04-03-2020","North"
"994","Uganda",48,0,0,"04-03-2020","East"
"995","Zambia",39,1,2,"04-03-2020","South"
"996","Zimbabwe",9,1,0,"04-03-2020","West"
"997","Algeria",1251,130,90,"04-04-2020","North"
"998","Angola",10,2,2,"04-04-2020","South"
"999","Benin",16,0,2,"04-04-2020","West"
"1000","Botswana",4,1,0,"04-04-2020","South"
"1001","Burkina Faso",318,16,66,"04-04-2020","West"
"1002","Burundi",3,0,0,"04-04-2020","Central"
"1003","Cabo Verde",7,1,0,"04-04-2020","West"
"1004","Cameroon",555,9,17,"04-04-2020","Central"
"1005","Central African Republic",8,0,0,"04-04-2020","Central"
