"","Country_Region","Exposure","Date","Region","LastExposure","LastDate","lnsdi","lnurban","lnp70p","lnhhsn","lnihr2018","lnsqualty"
"133","Cabo Verde",297,2021-01-10,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"134","Cabo Verde",298,2021-01-11,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"135","Cabo Verde",299,2021-01-12,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"136","Cabo Verde",300,2021-01-13,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"137","Cabo Verde",301,2021-01-14,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"138","Cabo Verde",302,2021-01-15,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"139","Cabo Verde",303,2021-01-16,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"140","Cabo Verde",304,2021-01-17,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"141","Cabo Verde",305,2021-01-18,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"142","Cabo Verde",306,2021-01-19,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"143","Cabo Verde",307,2021-01-20,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"144","Cabo Verde",308,2021-01-21,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"145","Cabo Verde",309,2021-01-22,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"146","Cabo Verde",310,2021-01-23,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"147","Cabo Verde",311,2021-01-24,"West",290,2021-01-03,NA,NA,NA,NA,NA,NA
"148","Cameroon",305,2021-01-04,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"149","Cameroon",306,2021-01-05,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"150","Cameroon",307,2021-01-06,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"151","Cameroon",308,2021-01-07,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"152","Cameroon",309,2021-01-08,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"153","Cameroon",310,2021-01-09,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"154","Cameroon",311,2021-01-10,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"155","Cameroon",312,2021-01-11,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"156","Cameroon",313,2021-01-12,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"157","Cameroon",314,2021-01-13,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"158","Cameroon",315,2021-01-14,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"159","Cameroon",316,2021-01-15,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"160","Cameroon",317,2021-01-16,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"161","Cameroon",318,2021-01-17,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"162","Cameroon",319,2021-01-18,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"163","Cameroon",320,2021-01-19,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"164","Cameroon",321,2021-01-20,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"165","Cameroon",322,2021-01-21,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"166","Cameroon",323,2021-01-22,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"167","Cameroon",324,2021-01-23,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"168","Cameroon",325,2021-01-24,"Central",304,2021-01-03,-0.713349878787994,-0.579818487167358,0.6931471824646,1.60743582248688,3.63758611679077,3.49650764465332
"169","Central African Republic",296,2021-01-04,"Central",295,2021-01-03,-1.23787438869476,-0.891598105430603,0,1.59127390384674,2.56494927406311,2.94443893432617
"170","Central African Republic",297,2021-01-05,"Central",295,2021-01-03,-1.23787438869476,-0.891598105430603,0,1.59127390384674,2.56494927406311,2.94443893432617
"171","Central African Republic",298,2021-01-06,"Central",295,2021-01-03,-1.23787438869476,-0.891598105430603,0,1.59127390384674,2.56494927406311,2.94443893432617
"172","Central African Republic",299,2021-01-07,"Central",295,2021-01-03,-1.23787438869476,-0.891598105430603,0,1.59127390384674,2.56494927406311,2.94443893432617
"173","Central African Republic",300,2021-01-08,"Central",295,2021-01-03,-1.23787438869476,-0.891598105430603,0,1.59127390384674,2.56494927406311,2.94443893432617
"174","Central African Republic",301,2021-01-09,"Central",295,2021-01-03,-1.23787438869476,-0.891598105430603,0,1.59127390384674,2.56494927406311,2.94443893432617
"175","Central African Republic",302,2021-01-10,"Central",295,2021-01-03,-1.23787438869476,-0.891598105430603,0,1.59127390384674,2.56494927406311,2.94443893432617
"176","Central African Republic",303,2021-01-11,"Central",295,2021-01-03,-1.23787438869476,-0.891598105430603,0,1.59127390384674,2.56494927406311,2.94443893432617
"177","Central African Republic",304,2021-01-12,"Central",295,2021-01-03,-1.23787438869476,-0.891598105430603,0,1.59127390384674,2.56494927406311,2.94443893432617
"178","Central African Republic",305,2021-01-13,"Central",295,2021-01-03,-1.23787438869476,-0.891598105430603,0,1.59127390384674,2.56494927406311,2.94443893432617
"179","Central African Republic",306,2021-01-14,"Central",295,2021-01-03,-1.23787438869476,-0.891598105430603,0,1.59127390384674,2.56494927406311,2.94443893432617
"180","Central African Republic",307,2021-01-15,"Central",295,2021-01-03,-1.23787438869476,-0.891598105430603,0,1.59127390384674,2.56494927406311,2.94443893432617
"181","Central African Republic",308,2021-01-16,"Central",295,2021-01-03,-1.23787438869476,-0.891598105430603,0,1.59127390384674,2.56494927406311,2.94443893432617
"182","Central African Republic",309,2021-01-17,"Central",295,2021-01-03,-1.23787438869476,-0.891598105430603,0,1.59127390384674,2.56494927406311,2.94443893432617
